,title,rating,genre,score,star,budget,runtime,star_net_worth,movie_star_rating
67361,Whispers in the Dark,R,Drama,5.6,Annabella Sciorra,18000000,103,6000000,D
67554,The Waterdance,R,Drama,6.8,Eric Stoltz,2700000,106,5000000,D
67680,The Gun in Betty Lou's Handbag,PG-13,Comedy,5.1,Penelope Ann Miller,13000000,89,4000000,D
67721,Dazed and Confused,R,Comedy,7.6,Jason London,6900000,102,800000,D
67914,Robin Hood: Men in Tights,PG-13,Adventure,6.7,Cary Elwes,20000000,104,8000000,D
68315,Super Mario Bros.,PG,Adventure,4.1,Bob Hoskins,48000000,104,3000000,D
68424,Rookie of the Year,PG,Comedy,6.1,Thomas Ian Nicholas,10000000,103,3000000,D
68702,Menace II Society,R,Crime,7.5,Tyrin Turner,3500000,97,100000,D
68710,Gettysburg,PG,Drama,7.6,Tom Berenger,25000000,271,8000000,D
68725,The Three Musketeers,PG,Action,6.4,Charlie Sheen,30000000,105,10000000,D
69305,Free Willy,PG,Adventure,6,Jason James Richter,20000000,112,500000,D
69493,Hot Shots! Part Deux,PG-13,Action,6.6,Charlie Sheen,25000000,86,10000000,D
69673,The Crush,R,Drama,5.8,Cary Elwes,6000000,89,8000000,D
69765,Leprechaun,R,Comedy,4.8,Warwick Davis,900000,92,8000000,D
69975,The Beverly Hillbillies,PG,Comedy,5,Diedrich Bader,25000000,92,6000000,D
69995,Beethoven's 2nd,PG,Comedy,4.9,Charles Grodin,15000000,89,12000000,D
70005,Geronimo: An American Legend,PG-13,Drama,6.5,Jason Patric,35000000,115,3000000,D
70271,Teenage Mutant Ninja Turtles III,PG,Action,4.8,Elias Koteas,21000000,96,7000000,D
70281,Body Snatchers,R,Horror,6,Gabrielle Anwar,13000000,87,6000000,D
70372,The Thing Called Love,PG-13,Comedy,6.4,River Phoenix,14000000,116,5000000,D
70461,Dragon,PG-13,Action,7,Jason Scott Lee,14000000,120,6000000,D
70528,The Joy Luck Club,R,Drama,7.7,Tamlyn Tomita,11000000,139,3000000,D
70561,Batman: Mask of the Phantasm,PG,Animation,7.8,Kevin Conroy,6000000,76,10000000,D
70813,King of the Hill,PG-13,Drama,7.4,Jesse Bradford,8000000,103,3000000,D
71004,Ghost in the Machine,R,Horror,4.6,Karen Allen,12000000,95,10000000,D
71381,Weekend at Bernie's II,PG,Adventure,4.8,Andrew McCarthy,7000000,97,12000000,D
71521,The Dark Half,R,Horror,6,Timothy Hutton,15000000,122,12000000,D
71533,Only the Strong,PG-13,Action,6.6,Mark Dacascos,6000000,99,2000000,D
71616,The Meteor Man,PG,Action,5.2,Robert Townsend,20000000,100,2000000,D
71797,Once Upon a Forest,G,Animation,6.5,Michael Crawford,13000000,71,10000000,D
71807,Posse,R,Western,5.5,Mario Van Peebles,10000000,111,12000000,D
71890,Best of the Best II,R,Action,5.6,Eric Roberts,7000000,101,8000000,D
71915,Warlock: The Armageddon,R,Action,5.4,Julian Sands,3000000,98,3000000,D
72058,Deadfall,R,Crime,4,Michael Biehn,10000000,98,8000000,D
72164,Guilty as Sin,R,Crime,5.6,Rebecca De Mornay,12000000,107,11000000,D
72239,Blink,R,Crime,6.2,Madeleine Stowe,11000000,106,13000000,D
72487,Sugar Hill,R,Crime,5.9,Wesley Snipes,10000000,123,10000000,D
72509,Man's Best Friend,R,Comedy,5.2,Ally Sheedy,6000000,87,6000000,D
72643,Carnosaur,R,Horror,3.6,Diane Ladd,850000,83,10000000,D
72680,Cop & ½,PG,Comedy,4.1,Burt Reynolds,14000000,97,3000000,D
73013,Fear of a Black Hat,R,Comedy,7.2,Larry B. Scott,999999,88,500000,D
73412,The Little Rascals,PG,Comedy,6.3,Travis Tedford,23000000,82,500000,D
73500,The Crow,R,Action,7.6,Brandon Lee,23000000,102,5000000,D
73936,Heavenly Creatures,R,Biography,7.3,Melanie Lynskey,5000000,99,5000000,D
73944,Clerks,R,Comedy,7.7,Brian O'Halloran,27000,92,1000000,D
74029,The Last Seduction,R,Crime,7.1,Linda Fiorentino,2500000,110,3000000,D
74037,Little Giants,PG,Comedy,6.4,Rick Moranis,20000000,107,10000000,D
74529,New Nightmare,R,Fantasy,6.5,Heather Langenkamp,8000000,112,1500000,D
74537,Baby's Day Out,PG,Adventure,6.2,Lara Flynn Boyle,48000000,99,10000000,D
74569,The Next Karate Kid,PG,Action,4.5,Pat Morita,12000000,107,5000000,D
75122,Exit to Eden,R,Comedy,4.3,Dana Delany,25000000,113,10000000,D
75131,The Jungle Book,PG,Adventure,6,Jason Scott Lee,27000000,111,6000000,D
75438,Bad Girls,R,Action,5.2,Madeleine Stowe,25000000,99,13000000,D
76067,Major League II,PG,Comedy,5.6,Charlie Sheen,25000000,105,10000000,D
76111,Thumbelina,G,Animation,6.4,Jodi Benson,28000000,86,5000000,D
76136,Double Dragon,PG-13,Action,3.8,Robert Patrick,7850000,96,12000000,D
76269,8 Seconds,PG-13,Biography,6.6,Luke Perry,7000000,105,10000000,D
76313,Above the Rim,R,Crime,6.6,Duane Martin,3500000,96,500000,D
76362,Police Academy: Mission to Moscow,PG,Comedy,3.5,G.W. Bailey,6200000,83,5000000,D
76423,Crooklyn,PG-13,Comedy,7,Alfre Woodard,14000000,115,13000000,D
76431,Spanking the Monkey,Unrated,Comedy,6.3,Jeremy Davies,200000,100,2000000,D
76647,The Swan Princess,G,Animation,6.5,Jack Palance,45000000,90,10000000,D
77138,Jason's Lyric,R,Crime,6.6,Allen Payne,7000000,119,5000000,D
77471,Cabin Boy,PG-13,Adventure,5.3,Chris Elliott,9000000,80,10000000,D
77621,Drop Zone,R,Action,5.6,Wesley Snipes,45000000,101,10000000,D
77790,The Favor,R,Comedy,5.2,Harley Jane Kozak,13000000,97,5000000,D
77886,Terminal Velocity,PG-13,Action,5.5,Charlie Sheen,50000000,102,10000000,D
77912,China Moon,R,Crime,6.3,Ed Harris,15000000,99,8000000,D
77929,Little Odessa,R,Crime,6.7,Tim Roth,2300000,98,7000000,D
78001,Fresh,R,Crime,7.6,Sean Nelson,3500000,114,500000,D
78149,Leprechaun 2,R,Comedy,4.6,Warwick Davis,2000000,85,8000000,D
78304,Silent Fall,R,Drama,5.9,Richard Dreyfuss,30000000,101,5000000,D
78532,Mrs. Parker and the Vicious Circle,R,Biography,6.4,Jennifer Jason Leigh,7000000,125,5000000,D
78581,There Goes My Baby,R,Comedy,6.4,Dermot Mulroney,10500000,99,11000000,D
78599,Radioland Murders,PG,Comedy,6.2,Brian Benben,15000000,108,13000000,D
78702,Squanto: A Warrior's Tale,PG,Adventure,6,Adam Beach,19200000,102,2000000,D
78728,Rapa Nui,R,Action,6.4,Jason Scott Lee,20000000,107,6000000,D
78933,Congo,PG-13,Action,5.2,Laura Linney,50000000,109,10000000,D
79132,Mortal Kombat,PG-13,Action,5.8,Christopher Lambert,18000000,101,5000000,D
79168,Mallrats,R,Comedy,7.1,Shannen Doherty,8000000,94,5000000,D
79211,Showgirls,NC-17,Drama,4.9,Elizabeth Berkley,45000000,128,6000000,D
79440,Four Rooms,R,Comedy,6.8,Tim Roth,4000000,98,7000000,D
79541,Tank Girl,R,Action,5.4,Lori Petty,25000000,104,3000000,D
79830,Babe,G,Comedy,6.8,James Cromwell,30000000,91,8000000,D
79926,The Brady Bunch Movie,PG-13,Comedy,6.1,Shelley Long,12000000,90,10000000,D
80230,Mr. Holland's Opus,PG,Drama,7.3,Richard Dreyfuss,23000000,143,5000000,D
80403,Halloween: The Curse of Michael Myers,R,Horror,4.8,Donald Pleasence,5000000,87,10000000,D
80595,Dead Presidents,R,Action,6.9,Larenz Tate,10000000,119,4500000,D
80641,Waiting to Exhale,R,Comedy,6,Whitney Houston,16000000,124,-20000000,D
80650,Welcome to the Dollhouse,R,Comedy,7.4,Heather Matarazzo,800000,88,750000,D
80789,Village of the Damned,R,Horror,5.7,Christopher Reeve,22000000,98,3000000,D
80854,Grumpier Old Men,PG-13,Comedy,6.7,Walter Matthau,25000000,101,10000000,D
80870,Tales from the Hood,R,Crime,6.4,Clarence Williams III,6000000,98,2000000,D
80878,Money Train,R,Action,5.7,Wesley Snipes,68000000,110,10000000,D
80887,Candyman: Farewell to the Flesh,R,Horror,5.3,Tony Todd,6000000,95,10000000,D
81604,Lord of Illusions,R,Horror,6.1,Scott Bakula,12000000,109,10000000,D
82180,Screamers,R,Horror,6.4,Peter Weller,20000000,108,8000000,D
82301,A Kid in King Arthur's Court,PG,Adventure,4.7,Thomas Ian Nicholas,15000000,89,3000000,D
82909,Angels and Insects,R,Drama,6.8,Mark Rylance,4997987,116,10000000,D
83341,The Hunted,R,Action,6,Christopher Lambert,20000000,110,5000000,D
84247,Party Girl,R,Comedy,6.5,Parker Posey,150000,94,10000000,D
84367,The Underneath,R,Crime,6.1,Peter Gallagher,6500000,99,8000000,D
84393,Fluke,PG,Drama,6.7,Matthew Modine,15000000,96,10000000,D
84406,Houseguest,PG,Comedy,6,Sinbad,10500000,113,4000000,D
84706,Never Talk to Strangers,R,Crime,5.2,Rebecca De Mornay,6400000,86,11000000,D
84767,The Incredibly True Adventure of Two Girls in Love,R,Comedy,6.5,Laurel Holloman,250000,94,3000000,D
84825,Dr. Jekyll and Ms. Hyde,PG-13,Comedy,4.5,Sean Young,8000000,90,3500000,D
85041,The Walking Dead,R,Action,4.9,Allen Payne,15000000,88,5000000,D
85659,The Craft,R,Drama,6.4,Robin Tunney,15000000,101,8000000,D
86273,The Island of Dr. Moreau,PG-13,Horror,4.5,David Thewlis,40000000,96,800000,D
86614,Hard Eight,R,Crime,7.2,Philip Baker Hall,3000000,101,750000,D
87319,Kama Sutra: A Tale of Love,Unrated,Crime,6,Naveen Andrews,3000000,114,10000000,D
87458,Secrets & Lies,R,Comedy,8,Timothy Spall,4500000,136,4000000,D
87640,The Arrival,PG-13,Mystery,6.2,Charlie Sheen,25000000,115,10000000,D
87862,Barb Wire,R,Action,3.4,Pamela Anderson,9000000,98,12000000,D
88780,Lone Star,R,Drama,7.4,Chris Cooper,5000000,135,10000000,D
88869,Harriet the Spy,PG,Comedy,5.9,Michelle Trachtenberg,12000000,100,9000000,D
89277,A Very Brady Sequel,PG-13,Comedy,5.8,Shelley Long,12000000,90,10000000,D
89296,Basquiat,R,Biography,6.9,Jeffrey Wright,3300000,107,8000000,D
89565,Jude,R,Drama,6.9,Christopher Eccleston,7000000,123,6000000,D
90567,Lawnmower Man 2: Beyond Cyberspace,PG-13,Action,2.5,Patrick Bergin,15000000,93,6000000,D
90881,Girl 6,R,Comedy,5.2,Theresa Randle,12000000,108,3000000,D
91212,Alaska,PG,Adventure,5.8,Thora Birch,23000000,109,8000000,D
91445,Kansas City,R,Crime,6.3,Jennifer Jason Leigh,19000000,116,5000000,D
92010,Grace of My Heart,R,Comedy,6.7,Illeana Douglas,5000000,116,5000000,D
92619,Starship Troopers,R,Action,7.2,Casper Van Dien,105000000,129,7000000,D
92674,Jackie Brown,R,Crime,7.5,Pam Grier,12000000,154,10000000,D
92923,Home Alone 3,PG,Action,4.5,Alex D. Linz,32000000,102,400000,D
93001,Scream 2,R,Horror,6.2,Neve Campbell,24000000,120,10000000,D
93280,Good Burger,PG,Comedy,5.7,Kel Mitchell,9000000,95,3000000,D
93666,The Full Monty,R,Comedy,7.2,Robert Carlyle,3500000,91,10000000,D
93674,Spawn,PG-13,Action,5.2,Michael Jai White,40000000,96,3500000,D
94118,Amistad,R,Biography,7.3,Djimon Hounsou,36000000,155,12000000,D
94166,Fierce Creatures,PG-13,Comedy,6.4,John Cleese,25000000,93,10000000,D
94186,Mortal Kombat: Annihilation,PG-13,Action,3.7,Robin Shou,30000000,95,8000000,D
94588,Beverly Hills Ninja,PG-13,Action,5.6,Chris Farley,18000000,88,5000000,D
94598,Murder at 1600,R,Action,6.1,Wesley Snipes,40000000,107,10000000,D
94665,The Relic,R,Horror,5.8,Penelope Ann Miller,40000000,110,4000000,D
94696,An American Werewolf in Paris,R,Comedy,5.1,Tom Everett Scott,25000000,105,4000000,D
95126,Money Talks,R,Action,6.2,Charlie Sheen,25000000,97,10000000,D
95422,Air Bud,PG,Comedy,5.3,Michael Jeter,3000000,98,2000000,D
95523,Turbo: A Power Rangers Movie,PG,Action,3.7,Jason David Frank,8000000,99,1200000,D
95773,Love Jones,R,Drama,7.4,Larenz Tate,10000000,104,4500000,D
96656,The Night Flier,R,Fantasy,6,Miguel Ferrer,1000000,94,4000000,D
96665,Kull the Conqueror,PG-13,Action,4.9,Kevin Sorbo,30000000,95,10000000,D
96735,Warriors of Virtue,PG,Action,4.7,Angus Macfadyen,35000000,101,4000000,D
97060,Cats Don't Dance,G,Animation,6.9,Scott Bakula,32000000,75,10000000,D
97105,One Night Stand,R,Drama,5.8,Wesley Snipes,24000000,102,10000000,D
97360,Trojan War,PG-13,Comedy,5.7,Will Friedle,15000000,85,500000,D
97417,The House of Yes,R,Comedy,6.6,Parker Posey,1500000,85,10000000,D
97433,Leave It to Beaver,PG,Comedy,5.2,Christopher McDonald,15000000,84,4000000,D
97475,Star Kid,PG,Adventure,5.3,Joseph Mazzello,12000000,101,3000000,D
97891,Welcome to Sarajevo,R,Drama,6.8,Stephen Dillane,9000000,103,6000000,D
98021,Smilla's Sense of Snow,R,Crime,6.4,Julia Ormond,35000000,121,5000000,D
98228,Blade,R,Action,7.1,Wesley Snipes,45000000,120,10000000,D
98454,Mulan,G,Animation,7.6,Ming-Na Wen,90000000,88,5000000,D
98596,Dark City,R,Fantasy,7.6,Rufus Sewell,27000000,100,5000000,D
99231,Happiness,Unrated,Comedy,7.7,Jane Adams,2200000,134,1500000,D
99412,Deep Rising,R,Action,6.1,Treat Williams,45000000,106,10000000,D
99506,Buffalo '66,R,Comedy,7.5,Vincent Gallo,1500000,110,8000000,D
99574,Disturbing Behavior,R,Horror,5.6,James Marsden,15000000,84,8000000,D
99795,Vampires,R,Action,6.1,James Woods,20000000,108,10000000,D
100155,The Legend of 1900,R,Drama,8.1,Tim Roth,9000000,169,7000000,D
100302,A Night at the Roxbury,PG-13,Comedy,6.2,Chris Kattan,17000000,82,6000000,D
100459,Dirty Work,PG-13,Comedy,6.4,Norm MacDonald,13000000,82,2500000,D
100750,The Last Days of Disco,R,Comedy,6.7,Chloë Sevigny,8000000,113,10000000,D
101079,Pokémon: The First Movie - Mewtwo Strikes Back,G,Animation,6.3,Veronica Taylor,30000000,96,4000000,D
101401,Babe: Pig in the City,PG,Adventure,5.8,Magda Szubanski,90000000,97,6000000,D
101432,Quest for Camelot,G,Animation,6.3,Jessalyn Gilsig,40000000,86,3000000,D
101530,Simon Birch,PG,Comedy,6.9,Ian Michael Smith,30000000,114,300000,D
102099,Almost Heroes,PG-13,Adventure,5.8,Chris Farley,30000000,90,5000000,D
102113,Major League: Back to the Minors,PG-13,Comedy,4.7,Scott Bakula,18000000,100,10000000,D
102171,The Players Club,R,Comedy,5.9,LisaRaye McCoy,4500000,104,10000000,D
102194,Dead Man on Campus,R,Comedy,6,Tom Everett Scott,14000000,96,4000000,D
102272,Dangerous Beauty,R,Biography,7.2,Catherine McCormack,8000000,111,3000000,D
102311,Pecker,R,Comedy,6.4,Edward Furlong,6000000,87,100000,D
102319,Without Limits,PG-13,Biography,7.2,Billy Crudup,25000000,117,6000000,D
102656,Smoke Signals,PG-13,Comedy,7.2,Adam Beach,2000000,89,2000000,D
102836,Slums of Beverly Hills,R,Comedy,6.6,Natasha Lyonne,5000000,91,5000000,D
102852,Strangeland,R,Horror,5.1,Kevin Gage,1100000,85,100000,D
103359,Another Day in Paradise,R,Crime,6.5,James Woods,4500000,101,10000000,D
104039,Office Space,R,Comedy,7.7,Ron Livingston,10000000,89,5000000,D
104086,The Blair Witch Project,R,Horror,6.5,Heather Donahue,60000,81,400000,D
104175,Varsity Blues,R,Comedy,6.5,James Van Der Beek,16000000,106,8000000,D
104260,Tarzan,G,Animation,7.3,Tony Goldwyn,130000000,88,8000000,D
104332,The Iron Giant,PG,Animation,8,Eli Marienthal,70000000,86,300000,D
104637,Deuce Bigalow: Male Gigolo,R,Comedy,5.7,Rob Schneider,17000000,88,12000000,D
105294,But I'm a Cheerleader,R,Comedy,6.7,Natasha Lyonne,1200000,85,5000000,D
105311,Jawbreaker,R,Comedy,5.6,Rose McGowan,3500000,87,3000000,D
105485,Go,R,Comedy,7.2,Sarah Polley,20000000,102,5000000,D
105783,Idle Hands,R,Comedy,6.2,Devon Sawa,25000000,92,2000000,D
105827,Detroit Rock City,R,Comedy,6.9,Edward Furlong,34000000,95,100000,D
105876,Ratcatcher,Not Rated,Drama,7.5,Tommy Flanagan,30000,94,3000000,D
106128,Drive Me Crazy,PG-13,Comedy,5.8,Melissa Joan Hart,8500000,91,13000000,D
106155,The Limey,R,Crime,7,Terence Stamp,10000000,89,10000000,D
106541,Superstar,PG-13,Comedy,5.1,Molly Shannon,34000000,81,7000000,D
106917,Angela's Ashes,R,Biography,7.3,Emily Watson,50000000,145,10000000,D
107738,Love Stinks,R,Comedy,5.8,French Stewart,4000000,94,6000000,D
107787,The Adventures of Elmo in Grouchland,G,Adventure,5.8,Kevin Clash,26000000,73,12000000,D
107977,Outside Providence,R,Comedy,6.4,Shawn Hatosy,7000000,96,5000000,D
108070,Pokémon the Movie 2000,G,Animation,6.1,Veronica Taylor,30000000,99,4000000,D
108087,Bats,PG-13,Horror,3.9,Lou Diamond Phillips,5250000,91,6000000,D
108396,Three to Tango,PG-13,Comedy,6.1,Neve Campbell,20000000,98,10000000,D
109101,Best Laid Plans,R,Crime,6.1,Alessandro Nivola,7000000,92,3000000,D
109426,The King and I,G,Animation,4.5,Miranda Richardson,25000000,87,8000000,D
109486,Jesus' Son,R,Drama,6.9,Billy Crudup,2500000,107,6000000,D
109496,"Happy, Texas",PG-13,Comedy,6.3,Jeremy Northam,2500000,98,3000000,D
109513,Almost Famous,R,Adventure,7.9,Billy Crudup,60000000,122,6000000,D
109688,Coyote Ugly,PG-13,Comedy,5.7,Piper Perabo,45000000,100,10000000,D
109875,Road Trip,R,Comedy,6.4,Breckin Meyer,16000000,93,8000000,D
110125,Final Destination,R,Horror,6.7,Devon Sawa,23000000,98,2000000,D
110314,Pitch Black,R,Action,7.1,Radha Mitchell,23000000,109,4000000,D
110458,Best in Show,PG-13,Comedy,7.5,Fred Willard,10000000,90,5000000,D
110479,Billy Elliot,R,Drama,7.7,Jamie Bell,5000000,110,11000000,D
112246,Love & Basketball,PG-13,Drama,7.2,Sanaa Lathan,20000000,124,4000000,D
112264,The Little Vampire,PG,Adventure,5.8,Jonathan Lipnicki,35000000,95,5000000,D
112308,Vertical Limit,PG-13,Action,5.9,Scott Glenn,75000000,124,4000000,D
112707,The Skulls,PG-13,Action,5.6,Joshua Jackson,35000000,106,12000000,D
112830,Book of Shadows: Blair Witch 2,R,Adventure,4,Jeffrey Donovan,15000000,90,10000000,D
112886,You Can Count on Me,R,Drama,7.5,Laura Linney,1200000,111,10000000,D
113617,Whatever It Takes,PG-13,Comedy,5.5,Shane West,32000000,94,3000000,D
113755,Chuck & Buck,R,Comedy,6.6,Mike White,250000,96,4000000,D
113770,Pollock,R,Biography,7,Ed Harris,6000000,122,8000000,D
113780,The Art of War,R,Action,5.7,Wesley Snipes,60000000,117,10000000,D
113814,Left Behind: The Movie,PG-13,Action,4.5,Kirk Cameron,4000000,96,10000000,D
113843,Psycho Beach Party,Unrated,Comedy,6.2,Lauren Ambrose,1500000,95,6000000,D
114006,Saving Grace,R,Comedy,6.9,Brenda Blethyn,10000000,93,5000000,D
114100,Highlander: Endgame,R,Action,4.6,Christopher Lambert,25000000,87,5000000,D
114155,The Ladies Man,R,Comedy,5.2,Tim Meadows,24000000,84,3000000,D
114170,The Contender,R,Drama,6.9,Joan Allen,20000000,126,8000000,D
114293,Gossip,R,Drama,5.9,James Marsden,24000000,90,8000000,D
114381,Waking the Dead,R,Drama,6.5,Billy Crudup,8500000,105,6000000,D
114462,The Weight of Water,R,Crime,5.9,Catherine McCormack,16000000,114,3000000,D
114533,Rugrats in Paris,G,Animation,6.2,Christine Cavanaugh,30000000,78,4000000,D
115281,Here on Earth,PG-13,Drama,5.2,Chris Klein,15000000,96,3000000,D
115299,The Million Dollar Hotel,R,Drama,5.9,Jeremy Davies,8000000,122,2000000,D
115308,The Tigger Movie,G,Animation,6.4,Jim Cummings,30000000,77,10000000,D
115606,Love's Labour's Lost,PG,Romance,6,Alessandro Nivola,13000000,93,3000000,D
115727,Digimon: The Movie,PG,Animation,6.1,Lara Jill Miller,5000000,82,3000000,D
115941,Spirited Away,PG,Animation,8.6,Daveigh Chase,19000000,125,500000,D
115957,Not Another Teen Movie,R,Comedy,5.7,Chyler Leigh,15000000,89,5000000,D
116117,A.I. Artificial Intelligence,PG-13,Drama,7.2,Haley Joel Osment,100000000,146,6000000,D
116135,Super Troopers,R,Comedy,7.1,Jay Chandrasekhar,3000000,100,4000000,D
116367,Rat Race,PG-13,Action,6.4,Breckin Meyer,48000000,112,8000000,D
116384,Wet Hot American Summer,R,Comedy,6.6,Janeane Garofalo,5000000,97,5000000,D
117051,Save the Last Dance,PG-13,Drama,6.2,Julia Stiles,13000000,112,12000000,D
117103,The Animal,PG-13,Comedy,4.8,Rob Schneider,47000000,84,12000000,D
117284,Jay and Silent Bob Strike Back,R,Comedy,6.8,Jason Mewes,22000000,104,3000000,D
117709,Freddy Got Fingered,R,Comedy,4.6,Tom Green,14000000,87,5000000,D
117773,Life as a House,R,Drama,7.5,Hayden Christensen,27000000,125,12000000,D
117783,Tomcats,R,Comedy,5.4,Shannon Elizabeth,11000000,95,7000000,D
117853,In the Bedroom,R,Crime,7.4,Tom Wilkinson,1700000,131,12000000,D
117908,Josie and the Pussycats,PG-13,Comedy,5.5,Rachael Leigh Cook,39000000,98,5000000,D
117948,Jimmy Neutron: Boy Genius,G,Animation,6,Debi Derryberry,30000000,82,5000000,D
118341,Valentine,R,Horror,4.8,Denise Richards,29000000,96,12000000,D
118696,Sugar & Spice,PG-13,Comedy,5.7,Marla Sokoloff,27000000,81,500000,D
119620,O,R,Drama,6.1,Mekhi Phifer,5000000,95,500000,D
119843,Max Keeble's Big Move,PG,Comedy,5.4,Alex D. Linz,25000000,86,400000,D
119919,The Deep End,R,Crime,6.6,Tilda Swinton,3000000,101,10000000,D
120048,Kissing Jessica Stein,R,Comedy,6.5,Jennifer Westfeldt,1000000,97,5000000,D
120121,L.I.E.,Unrated,Crime,7.1,Brian Cox,700000,97,10000000,D
120272,Say It Isn't So,R,Comedy,5,Chris Klein,25000000,95,3000000,D
120284,Texas Rangers,PG-13,Action,5.2,James Van Der Beek,38000000,90,8000000,D
120311,Head Over Heels,PG-13,Comedy,5.5,Monica Potter,14000000,86,3000000,D
120651,Two Can Play That Game,R,Comedy,6.2,Vivica A. Fox,13000000,90,4000000,D
120779,Lovely & Amazing,R,Comedy,6.8,Catherine Keener,250000,91,8000000,D
120795,Corky Romano,PG-13,Comedy,4.7,Chris Kattan,11000000,86,6000000,D
120826,Recess: School's Out,G,Animation,6.6,Andrew Lawrence,23000000,82,2000000,D
120836,The Other Side of Heaven,PG,Adventure,6.4,Christopher Gorham,7000000,113,5000000,D
121460,Star Wars: Episode II - Attack of the Clones,PG,Action,6.5,Hayden Christensen,115000000,142,12000000,D
121479,Scooby-Doo,PG,Adventure,5.1,Matthew Lillard,84000000,86,2000000,D
121874,Lilo & Stitch,PG,Animation,7.3,Daveigh Chase,80000000,92,500000,D
121963,My Big Fat Greek Wedding,PG,Comedy,6.6,Nia Vardalos,5000000,95,10000000,D
122282,Blade II,R,Action,6.7,Wesley Snipes,54000000,117,10000000,D
122356,Kung Pow: Enter the Fist,PG-13,Action,6.2,Steve Oedekerk,10000000,81,5000000,D
122381,Queen of the Damned,R,Drama,5.3,Aaliyah,35000000,101,10000000,D
